title,price,location,area,bathrooms,bedrooms
بيت للإيجار جديد وفخم في صلالة متوفر من تاريخ ١٩/٨ إلى ٣١/٨,60.0,"Salalah, Dhofar•",200.0,5.0,4.0
غرفه للايجار سعرها 15 ريال بسعاده الشماليه,50.0,"Salalah, Dhofar•",10.0,1.0,1.0
من المالك مباشره ڤلل ومنتجع وشقق لإيجار اليومي نظيفه ماشاءالله,50.0,"Salalah, Dhofar•",300.0,2.0,2.0
شقة راقية في قلب صلالة,50.0,"Salalah, Dhofar•",100.0,1.0,2.0
غرفة للإيجار الشهري - Room for monthly rent,110.0,"Al Maabilah, Muscat•",16.0,1.0,1.0
سكن للطالبات و الموظفات في المعبيلة الثامنه,50.0,"Al Maabilah, Muscat•",90.0,1.0,1.0
شقه للإيجار اليومي,50.0,"Salalah, Dhofar•",111.0,2.0,2.0
بناية الظفره شقق مفروشه للايجار اليومي موقع جميل جدا بصلاله الجديده .,50.0,"Salalah, Dhofar•",80.0,2.0,2.0
2BHK Flat  in Mabela near Nesto For Family,150.0,"Al Maabilah, Muscat•",60.0,2.0,2.0
محل للإيجار / صناعية الخابوره,100.0,"Al Khaboura, Al Batinah•",28.0,,
شقة للايجار في منتجع هوانا صلاله,50.0,"Salalah, Dhofar•",62.0,3.0,3.0
معرض ف الدقم الخط الاول قريب من بنك مسقط,700.0,"Al Duqum, Al Wusta•",600.0,,
محل ف الحيل الجنوبيه خلف ستاذ السيب,150.0,"Al Hail, Muscat•",32.0,,
شقه ف الدقم مفروشه  الخط الاول,190.0,"Al Duqum, Al Wusta•",72.0,2.0,2.0
استوديو صغير هوانا 45 ريال,,"Salalah, Dhofar•",32.0,1.0,1.0
للايجار محلات في بركاء الشخاخيط مقابل حديقه النسيم,80.0,"Barka, Al Batinah•",24.0,,
فيلا جديدة للإيجار في صلاله,100.0,"Salalah, Dhofar•",100.0,4.0,3.0
flat for rent,550.0,"Muscat Hills, Muscat•",118.0,3.0,2.0
flat for rent,300.0,"Ansab, Muscat•",80.0,2.0,2.0
villa for rent,1000.0,"Salalah, Dhofar•",500.0,6.0,6.0
home for rent,50.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",676.0,2.0,3.0
home for rent,70.0,"Salalah, Dhofar•",800.0,4.0,3.0
store for rent,1200.0,"Bosher, Muscat•",560.0,,
flat for rent,50.0,"Salalah, Dhofar•",300.0,1.0,3.0
للايجار  في موالح  اول ساكن غرفتين وصالة ٢حمام مطبخ وفاي فاي,280.0,"Al Mawaleh, Muscat•",100.0,2.0,2.0
لا تفوّت هذه الفرصة – مكتب للايجار في موقع مميز + تصميم داخلي مجانًا!,450.0,"Bosher, Muscat•",110.0,2.0,2.0
محل تجاري للإيجار بشارع 18 نوفمبر بالعذيبة,550.0,"Azaiba, Muscat•",58.0,,
BED SPACE AND ROOM FOR NENT RUWI Only Indians,35.0,"Ruwi, Muscat•",14.0,2.0,1.0
شقة فاخرة مفروش بالكامل للايجار اليومي بأفضل منتجعات صلالة - هوانا,55.0,"Salalah, Dhofar•",63.0,2.0,2.0
شقة فاخرة مفروش بالكامل للايجار اليومي بأفضل منتجعات صلالة هوانا,55.0,"Salalah, Dhofar•",63.0,1.0,1.0
فيلا للايجار في جحلوت الجميلة,500.0,"Al Amarat, Muscat•",1500.0,7.0,7.0
للايجار  - للايجار في مرتفعات بوشر,230.0,"Bosher, Muscat•",70.0,2.0,1.0
3BHK Apartment in Azhiba,,"Azaiba, Muscat•",150.0,2.0,3.0
"Office at 18 Nov street corner near traffic light, RARE OPPORTUNITY",730.0,"Azaiba, Muscat•",122.0,,
home for rent,50.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",200.0,2.0,3.0
flat for rent,50.0,"Salalah, Dhofar•",65.0,1.0,1.0
home for rent,100.0,"Salalah, Dhofar•",600.0,3.0,3.0
farm for rent,50.0,"Sur, Al Sharqiya•",600.0,2.0,2.0
flat for rent,50.0,"Salalah, Dhofar•",75.0,2.0,2.0
home for rent,50.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",1000.0,3.0,2.0
land for rent,100.0,"Barka, Al Batinah•",4000.0,,
villa for rent,550.0,"Al Khoud, Muscat•",417.0,4.0,6.0
store for rent,120.0,"Al Maabilah, Muscat•",30.0,,
home for rent,330.0,"Al Hail, Muscat•",350.0,3.0,3.0
home for rent,275.0,"Al Maabilah, Muscat•",400.0,3.0,3.0
room for rent,50.0,"Al Khaboura, Al Batinah•",10.0,1.0,1.0
shop for rent,160.0,"Ruwi, Muscat•",14.0,,
garage for sell,75.0,"Salalah, Dhofar•",25.0,,
غرف للموظفين والموظفات العمانيين في القرم خلف المايا شامل كهربا ماي ان,100.0,"Qurum, Muscat•",62.0,1.0,1.0
شقة للايجار free internet and water apartment for rent,300.0,"Azaiba, Muscat•",120.0,3.0,2.0
بيت لليجار اليومي في صحلنوت,70.0,"Salalah, Dhofar•",1200.0,4.0,3.0
2 BHK VILLA-TYPE FLAT ON THE GROUND FLOOR,160.0,"Al Hail, Muscat•",350.0,2.0,2.0
فيلا للإيجار في جحلوت بالقرب من المسرة,280.0,"Al Amarat, Muscat•",1476.0,4.0,3.0
Commercial Spacious 3 Room Flat in Al Ghubrah,300.0,"Al Ghubrah, Muscat•",70.0,,
محلات للإيجار + شقة للايجار للتواصل على الرقم 98895553,120.0,"Ruwi, Muscat•",200.0,,
shop for rent,950.0,"Ruwi, Muscat•",130.0,,
flat for rent,55.0,"Taqah, Dhofar•",25.0,1.0,1.0
shop for rent,330.0,"Al Khuwair, Muscat•",78.0,,
home for rent,50.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",600.0,4.0,3.0
I bhk beautiful apartment in marsa garden bulding,500.0,"The Wave (Almouj), Muscat•",85.0,1.0,1.0
shop and pffice for rent,100.0,"Salalah, Dhofar•",30.0,,
شقة جميلة للإيجار في الحيل الشمالية من المالك مباشرة,300.0,"Al Hail, Muscat•",82.0,2.0,3.0
flat for rent,50.0,"Salalah, Dhofar•",120.0,2.0,3.0
flat for rent,185.0,"Al Maabilah, Muscat•",222.0,2.0,2.0
room for rent,100.0,"Al Khoud, Muscat•",70.0,1.0,1.0
room for rent,120.0,"Al Khuwair, Muscat•",90.0,1.0,1.0
flat for rent,50.0,"Salalah, Dhofar•",130.0,4.0,3.0
flat for ren t,50.0,"Salalah, Dhofar•",90.0,2.0,2.0
bed for rent,50.0,"Salalah, Dhofar•",30.0,1.0,2.0
flat for rent,50.0,"Salalah, Dhofar•",110.0,3.0,3.0
bed for rent,100.0,"Qurum, Muscat•",100.0,1.0,1.0
3BR Apartment at Ruwi - Mudhaireb,250.0,"Ruwi, Muscat•",180.0,2.0,3.0
studio for rent,90.0,"Sohar, Al Batinah•",85.0,1.0,1.0
1BR or 2BR Apartments at Al Khuwair - Sala,150.0,"Al Khuwair, Muscat•",100.0,2.0,1.0
2 Bedroom Apartment for Rent in Al Qurum - Butterfly,250.0,"Qurum, Muscat•",89.0,2.0,2.0
shop for rent,150.0,"Al Amarat, Muscat•",30.0,,
room for rent,140.0,"Al Khuwair, Muscat•",100.0,1.0,1.0
شقة للإيجار مسقط باي,450.0,"Yiti, Muscat•",100.0,2.0,2.0
فيلا للإيجار,550.0,"Al Khuwair, Muscat•",200.0,5.0,4.0
شقة للإيجار,250.0,"Azaiba, Muscat•",75.0,2.0,1.0
furniture flat 1bhk in elkhwair included all bills,225.0,"Al Khuwair, Muscat•",70.0,1.0,1.0
شقق مطلة على بحر,50.0,"Salalah, Dhofar•",110.0,2.0,2.0
Al Munna Bawshar near Dolphin Village 3 Bedrooms + Maid’s Room,,"Bosher, Muscat•",200.0,5.0,4.0
بيت للأجار اليومي في الجبل الأخضر.,65.0,"Izki, Al Dakhiliya•",100.0,5.0,3.0
flat for rent,150.0,"Yunqul, Al Dhahirah•",300.0,2.0,4.0
shop for rent,430.0,"Bosher, Muscat•",43.0,,
rent room,100.0,"Al Maabilah, Muscat•",100.0,1.0,1.0
flat  for rent,230.0,"Al Mawaleh, Muscat•",100.0,2.0,2.0
villa for rent,999.0,"Salalah, Dhofar•",350.0,3.0,3.0
flat for rent,70.0,"Salalah, Dhofar•",300.0,3.0,6.0
flat for  rent,50.0,"Qurayyat, Muscat•",700.0,2.0,2.0
villa for rent,140.0,"Salalah, Dhofar•",300.0,6.0,6.0
room for rent,120.0,"Qurum, Muscat•",25.0,1.0,1.0
flat for rent,230.0,"Al Seeb, Muscat•",100.0,2.0,3.0
room for rent,115.0,"Al Hail, Muscat•",60.0,1.0,1.0
flat for rent daily,50.0,"Salalah, Dhofar•",230.0,3.0,2.0
room for ren t,35.0,"Salalah, Dhofar•",60.0,1.0,1.0
vill for rent,380.0,"Al Amarat, Muscat•",450.0,5.0,6.0
room for rent,100.0,"Al Amarat, Muscat•",60.0,1.0,1.0
shop for rent,60.0,"Liwa, Al Batinah•",30.0,,
room for rent,100.0,"Al Hail, Muscat•",100.0,1.0,1.0
room for rent,160.0,"Azaiba, Muscat•",60.0,1.0,1.0
rooom for rent,135.0,"Al Maabilah, Muscat•",45.0,1.0,1.0
vill for rent,100.0,"Salalah, Dhofar•",600.0,10.0,8.0
flat for rent,220.0,"Al Maabilah, Muscat•",100.0,2.0,2.0
غرف للإيجار في سكن موظفات موقع السكن في الخوض,70.0,"Al Khoud, Muscat•",60.0,1.0,1.0
furniture flat 1bhk in elghobra north close to beach,250.0,"Al Ghubrah, Muscat•",68.0,2.0,1.0
studio for rent al mawaleh,,"Al Khoud, Muscat•",18.0,1.0,1.0
ورشة للأيجار في المسفاة,75.0,"Bosher, Muscat•",35.0,,
studio for rent,50.0,"Salalah, Dhofar•",100.0,2.0,1.0
bed for rent daily,50.0,"Salalah, Dhofar•",500.0,4.0,6.0
farm for rent,80.0,"Al Amarat, Muscat•",1800.0,6.0,2.0
garage for rent,900.0,"Al Maabilah, Muscat•",250.0,,
flat for rent,50.0,"Salalah, Dhofar•",120.0,2.0,2.0
rooms for rent,85.0,"Al Khoud, Muscat•",60.0,1.0,1.0
flat for rent,585.0,"Al Khoud, Muscat•",120.0,2.0,2.0
flat for rent,165.0,"Ruwi, Muscat•",100.0,2.0,3.0
room for rent,130.0,"Al Maabilah, Muscat•",300.0,1.0,1.0
studio and room for rent,50.0,"Salalah, Dhofar•",10.0,1.0,1.0
share room for rent,100.0,"Ruwi, Muscat•",100.0,1.0,1.0
flat for rent,50.0,"Salalah, Dhofar•",200.0,2.0,2.0
flat for rent,650.0,"Muscat Hills, Muscat•",170.0,2.0,2.0
الموضوع/ عقود ايجار مكاتب مؤقتة وترخيص الانشطة,75.0,"Al Seeb, Muscat•",1555.0,,
flat for rent daily,50.0,"Salalah, Dhofar•",200.0,2.0,2.0
falt for ren,50.0,"Taqah, Dhofar•",230.0,3.0,3.0
villa for rent,600.0,"Qurum, Muscat•",320.0,6.0,5.0
building for rent,2200.0,"Al Wadi Al Kabir, Muscat•",400.0,,
1BR Apartment at Ruwi - Hala,150.0,"Ruwi, Muscat•",72.0,2.0,1.0
shop rent,180.0,"Muscat Hills, Muscat•",17.0,,
يتوفر لدينا غرف و استيديو و شقق,50.0,"Salalah, Dhofar•",83.0,2.0,2.0
Brand New Commercial Space for Rent near SQU at Al Khoudh 6th Avenue,12.0,"Al Khoud, Muscat•",300.0,,
shop for rent,250.0,"Bosher, Muscat•",30.0,,
shop rent,750.0,"Ruwi, Muscat•",400.0,,
bed for rent,150.0,"Al Mawaleh, Muscat•",300.0,5.0,5.0
flat and studio for rent,180.0,"Qurum, Muscat•",100.0,1.0,1.0
flat for rent,490.0,"Qurum, Muscat•",190.0,5.0,4.0
flat for rent,220.0,"Al Khoud, Muscat•",109.0,5.0,4.0
shop for rent,1200.0,"Al Mawaleh, Muscat•",100.0,,
"Supermarket, Pharmacy, Hospital, Mall / Shopping Center, Restaurant  D",120.0,"Al Khuwair, Muscat•",140.0,1.0,1.0
توين فيلا ‏للإيجار اليومي في صحنوت الشمالية ‏خلف الجامع الكبير,70.0,"Salalah, Dhofar•",400.0,6.0,7.0
brand New shops for rent prime location in ghala phase 1,350.0,"Ghala, Muscat•",36.0,,
شقه للإيجار في المعبيله خلف بدر السماء قريب دوار الصفاء,230.0,"Al Maabilah, Muscat•",80.0,1.0,1.0
فرصة محل بسوق مطرح للإيجار,100.0,"Mutrah, Muscat•",20.0,,
شقه للإيجار في المعبيله خلف بدرّ السماء قريب دوار الصفاء,230.0,"Al Maabilah, Muscat•",80.0,1.0,1.0
للإيجارمحلات تجارية ، ومعرض بالقرب من الشارع العام,150.0,"Saham, Al Batinah•",400.0,,
2 BHK Apartment for Rent-  Marsa 1 - Al Mouj,750.0,"The Wave (Almouj), Muscat•",145.0,2.0,2.0
"Central Air Conditioning, Air Conditioning, Balcony, Private Pool, Dou",50.0,"Al Seeb, Muscat•",250.0,1.0,
سور ال حديد فيلا للايجار,,"Al Seeb, Muscat•",450.0,6.0,6.0
Spacious Two-Bedroom Apartment (2BHK) in Al Ghubrah with Free WiFi,265.0,"Al Ghubrah, Muscat•",100.0,3.0,2.0
"Elevator, Garage Parking, Intercom, Broadband Internet, Security",220.0,"Al Mawaleh, Muscat•",100.0,3.0,2.0
2 Bedroom  Spacious flat for rent near by Indian School Ghubra,240.0,"Al Ghubrah, Muscat•",100.0,2.0,2.0
30 Sqm Shop for rent in Mawaleh,250.0,"Al Mawaleh, Muscat•",30.0,,
(مكاتب للابجار) For Rent:Office spaces,1230.0,"Al Khuwair, Muscat•",205.0,,
Offices for Rent in Al Khuwair - مكاتب للإيجار في الخوير,1098.0,"Al Khuwair, Muscat•",183.0,,
"Warehouse, Office Space & Shops in Misfah Industrial Area لـلإيــجــار",,"Misfah, Muscat•",24.0,,
"Elegant 2BHK Apartment in Al Mouj, Marsa 3A",,"The Wave (Almouj), Muscat•",74.5,2.0,2.0
للإيجار فيلا جديده وكبيرة في بصحلنوت,70.0,"Salalah, Dhofar•",100.0,3.0,3.0
"Staircase, Swimming Pool, Intercom, Broadband Internet, Elevator, Secu",31000.0,"Ghala, Muscat•",63.0,,
"Washing Machine, Oven, Central Air Conditioning, Refrigerator, Air Con",100.0,"Ibri, Al Dhahirah•",90.0,2.0,3.0
فيلا للايجار اليومي في صحلنوت,70.0,"Salalah, Dhofar•",500.0,6.0,6.0
Saloon for Rent – Souq Al Khoud | 89 sqm | OMR 450/month,,"Al Khoud, Muscat•",34.0,,
Great Deal Office for rent in Ghala Near Star Bucks,,"Ghala, Muscat•",235.0,,
Furnished 1 Bedroom Flat available for rent in Ghala,325.0,"Ghala, Muscat•",100.0,2.0,1.0
"2k sqm Warsehose with Openland of 10k Sqm, opp Al Seer Logistics Barka",,"Barka, Al Batinah•",2000.0,,
Offices for Rent in Al Khuwair - مكاتب للإيجار في الخوير,280.0,"Al Khuwair, Muscat•",42.0,,
flat 1bhk in aziba furniture,250.0,"Azaiba, Muscat•",70.0,1.0,1.0
Luxurious Villa for Rent in Al Hail South Directly from the owner,600.0,"Al Hail, Muscat•",305.0,7.0,6.0
"Daily Apartment & Monthly Rentals in Ghala, Muscat!",,"Ghala, Muscat•",95.0,2.0,2.0
Room Available,130.0,"Al Khuwair, Muscat•",135.0,1.0,1.0
فيلا راقيه للايجار,650.0,"Qurum, Muscat•",200.0,5.0,4.0
"Villa for Rent in Al Mouj, Muscat – Prime Location by the Beach",2000.0,"The Wave (Almouj), Muscat•",630.0,5.0,4.0
NO CONTRACT Fully Furnished Studio in Falaj Sohar close to Supermax,150.0,"Sohar, Al Batinah•",50.0,1.0,1.0
Brand New 4 Bed's + Maid Room Villa in Hambar Sohar,330.0,"Sohar, Al Batinah•",85.0,5.0,4.0
Full Building for Staff Accommodation in Falaj Sohar back side of lulu,2500.0,"Sohar, Al Batinah•",100.0,2.0,2.0
3 Bed's + 3 Bath's Flat for Bachelor in Falaj Sohar close to Supermax,130.0,"Sohar, Al Batinah•",65.0,3.0,3.0
3 BHK Flat in Falaj Sohar close to OQ Park 3 Flats in one building,160.0,"Sohar, Al Batinah•",80.0,3.0,3.0
السعاده صحلنوت,1111.0,"Salalah, Dhofar•",555.0,2.0,2.0
شقه للايجار في بوشر,300.0,"Bosher, Muscat•",107.0,3.0,3.0
شقة للإيجار,400.0,"Bosher, Muscat•",100.0,3.0,2.0
Studio apartment,180.0,"Azaiba, Muscat•",187.0,1.0,1.0
The best Warehouses for rent in the alrusayl,1100.0,"Al Rusayl, Muscat•",500.0,,
فيلا للإيجار,500.0,"Bosher, Muscat•",200.0,5.0,4.0
Room for single bachelor,110.0,"Al Ghubrah, Muscat•",15.0,1.0,1.0
Apartments for rent in Mabeila behind Nesto and next to Al-Bari Mosque,110.0,"Al Maabilah, Muscat•",90.0,1.0,1.0
استراحة النعمان,50.0,"Barka, Al Batinah•",2000.0,6.0,2.0
Spacious 2-Bedroom Apartment for Rent in Al Ghubrah with Free WiFi,270.0,"Al Ghubrah, Muscat•",150.0,3.0,2.0
"Office at 18 November Sea view, RARE OPPORTUNITY",540.0,"Azaiba, Muscat•",87.0,,
"excellent unfurnished and furnished rooms,studios,1 BHK,all muscat",,"Azaiba, Muscat•",140.0,1.0,1.0
2 Bedroom Apartment on 18th Nov,,"Azaiba, Muscat•",112.0,2.0,2.0
3 bedrooms flat with big  living room at alkhwier full floor,325.0,"Al Khuwair, Muscat•",150.0,2.0,3.0
صلالة عوقد,70.0,"Salalah, Dhofar•",400.0,5.0,5.0
1 Bhk Apartment for rent,350.0,"Muscat Hills, Muscat•",90.0,2.0,1.0
2Bhk Apartment for rent,425.0,"Muscat Hills, Muscat•",123.0,3.0,2.0
flat 1bhk in elkhwair with new furniture,280.0,"Al Khuwair, Muscat•",65.0,1.0,1.0
شقة دوبلكس للإيجار,550.0,"Bosher, Muscat•",110.0,4.0,3.0
Luxurious 2 Bedroom Apartment  Mazaya Residence-  Al Mawaleh South,375.0,"Al Mawaleh, Muscat•",110.0,2.0,2.0
غرف واسعة للايجار ا شامل كل شي اقرا الوصف و تواصل واتس,120.0,"Al Maabilah, Muscat•",60.0,1.0,1.0
غرفه راقيه جدا للموظفات,100.0,"Al Maabilah, Muscat•",45.0,1.0,1.0
مستودع للايجار,550.0,"Sohar, Al Batinah•",265.0,,
studio furniture in elghobra north,150.0,"Al Ghubrah, Muscat•",50.0,1.0,
مخزن للإيجار في المعبيلة,900.0,"Al Maabilah, Muscat•",250.0,,
مبنى في سوق الخوض للإيجار,1870.0,"Al Khoud, Muscat•",144.0,,
flat 2bedroom furniture in elkhwair front of Radisson blue hotel,350.0,"Al Khuwair, Muscat•",90.0,2.0,2.0
غرف للإيجار اليومي للعوائل الموالح الخاص مهمل,120.0,"Al Mawaleh, Muscat•",42.0,1.0,1.0
‏لدينا غرفتين نوم وصالة عائلية وحمامين,175.0,"Mutrah, Muscat•",44.0,2.0,2.0
شقه مفروشه للايجار في الخوير بالقرب من شيشه هرمز الخوير,250.0,"Al Khuwair, Muscat•",60.0,1.0,1.0
منزل للإيجار بالجبل الاخضر ب 35 ريال,111.0,"Nizwa, Al Dakhiliya•",1111.0,3.0,2.0
شاليهة في مصيره,250.0,"Masira, Al Sharqiya•",200.0,1.0,1.0
بيت للايجار في صحلنوت,90.0,"Rakhyut, Dhofar•",50.0,,
Exclusive Luxurious 2 Bedroom + STUDY Room Apartment – Al Mouj LIWAN,700.0,"The Wave (Almouj), Muscat•",145.0,2.0,3.0
Fully Furnished 4-Bedroom Apartment / Panoramic Marina view – ALMOUJ,1900.0,"The Wave (Almouj), Muscat•",350.0,4.0,4.0
Bed room with attached bathroom and sharing kitchen,140.0,"Azaiba, Muscat•",10.0,1.0,1.0
ايجار كرفانه موقعا الخوض الايجار ٢٠٠ ريال  الكرفانه حالتها ممتازه جداً,200.0,"Al Khoud, Muscat•",12.0,,
شقة vip مفروشة للإيجار اليومي السعر ما بين 20 إلى 35,50.0,"Al Mawaleh, Muscat•",80.0,1.0,1.0
apartment for rent in Mawalih شقة للايجار في الموالح,,"Al Mawaleh, Muscat•",150.0,2.0,1.0
شقه للايجار 2غرفه في منطقه الغبره الشماليه قريب ش18 نوفمبر,200.0,"Al Ghubrah, Muscat•",115.0,2.0,2.0
شقه للايجار2غرفه في منطقه الخوض السابعه  شارع مزون,180.0,"Al Khoud, Muscat•",98.0,2.0,2.0
شقه للايجار1غرفه في منطقه مسقط هيلز مفروش بالكامل,,"Muscat Hills, Muscat•",80.0,2.0,1.0
فيلا للايجار 5غرف في منطقه بوشر بجوار المني جاردين وقريب عمان مول,600.0,"Bosher, Muscat•",320.0,5.0,5.0
شقه للايجار 2غرفه في منطقه بوشر قريب شارع المها,240.0,"Bosher, Muscat•",120.0,3.0,2.0
big studio same flat in elkhwair furniture included all bills,215.0,"Al Khuwair, Muscat•",60.0,1.0,1.0
flat 1bhk in elkhwair close to national finance and bank muscat,250.0,"Al Khuwair, Muscat•",70.0,1.0,1.0
شقة للإيجار في الخوض,750.0,"Al Khoud, Muscat•",100.0,2.0,2.0
مبنى صناعية تجاري للإيجار في العامرات,60.0,"Al Amarat, Muscat•",1375.0,,
غرفة للايجار اليومي في المعبيلة ب8 ريالRooms for rent in Maabilah,,"Al Maabilah, Muscat•",60.0,1.0,1.0
مخزن للايجار اليومي في العوهي,850.0,"Sohar, Al Batinah•",751.0,,
شقة للايجار العامرات,180.0,"Al Amarat, Muscat•",100.0,3.0,3.0
Studio Residential Lands For Rent,6000.0,"Al Qabil, Al Sharqiya•",500.0,,
Studio Garage For Rent,577.0,"Al Kamil and Al Waafi, Al Sharqiya•",541.0,,
2 Bedroom Apartment For Rent - Unspecified Location,824.0,"Al Kamil and Al Waafi, Al Sharqiya•",261.0,7.0,2.0
أرض صناعية للايجار في بركاء السقسوق Industrial land for rent in Barka,550.0,"Barka, Al Batinah•",860.0,,
amazing  house in Madinat sultan near Pizza hut,555.0,"Madinat As Sultan Qaboos, Muscat•",300.0,3.0,3.0
open plan house modern design  near Muzun and Wave,,"Al Mawaleh, Muscat•",300.0,4.0,4.0
شققة بتصميم عصري للبيع في المعبيلة الجنوبية بقرب نيستو و جامع البارئ,28000.0,"Al Maabilah, Muscat•",102.0,,
شقة للايجار في ولاية السويق في مبنى اوريدو,,"Suwaiq, Al Batinah•",125.0,2.0,2.0
rent & bed space in alkhud 6th / سكن شباب بالخوض السادسة,40.0,"Al Khoud, Muscat•",200.0,2.0,4.0
شقه للايجار في المعبيله الجنوبيه,180.0,"Al Maabilah, Muscat•",10.0,2.0,2.0
Room for rent 100 OMR,100.0,"Al Maabilah, Muscat•",120.0,1.0,1.0
room for rant 130 all includ,,"Ansab, Muscat•",275.0,3.0,3.0
غرفة نوم للايجار الشهري او للاستثمار,80.0,"Nizwa, Al Dakhiliya•",30.0,1.0,1.0
Need Indian Muslim family Sharing room flat for rent,,"Azaiba, Muscat•",50.0,1.0,1.0
من عنده شقة للايجار برجاء التواصل,500.0,"Al Maabilah, Muscat•",80.0,2.0,2.0
family bachelor available,125.0,"Azaiba, Muscat•",350.0,1.0,1.0
شقق للايجار اليومي الموج موقع ممتاز معا اطلالة رائعة,50.0,"The Wave (Almouj), Muscat•",20.0,1.0,1.0
غرف للشباب الموالح الجنوبيه شامله المياه والكهرباء والانترنت,110.0,"Al Mawaleh, Muscat•",16.0,1.0,1.0
